UID,Type,Name,Programs,AKAs,Addresses,DOB
"38416","Individual","Mo'in MAHDAVI","CYBER2 | IFSR | IRGC","Moein MAHDAVI","Iran","28 May 1997"
"38417","Individual","Aliakbar RASHIDI-BARJINI","CYBER2 | IFSR | IRGC","Ali Akbar RASHIDI","Iran","30 Apr 1991"
"38418","Vessel","GLORY HARVEST","IRAN-EO13846","","",""
"38419","Individual","Ahmad KHATIBI AGHADA","CYBER2 | IFSR | IRGC","Ahmad KHATIBI","Iran","21 Mar 1977"
"38420","Individual","Amir Hossein NIKAEEN RAVARI","CYBER2 | IFSR | IRGC","Amir Hossein NICKAEIN RAVARI | Amir Hosein NIKA'IN","Iran","13 Apr 1992"
"38436","Individual","Mostafa HAJI HOSSEINI","CYBER2 | IFSR | IRGC","Mostafa HAJIHOSSEINI | Mostafa HAJJI HOSEINI ROKNABADI","Iran","1991"
"38437","Individual","Mojtaba HAJI HOSSEINI","CYBER2 | IFSR | IRGC","Mojtaba HAJIHOSSEINI | Mojtaba HAJJI HOSEINI ROKNABADI","Iran","1991"
"38456","Individual","Mohammad SHAKERI ASHTIJEH","CYBER2 | IFSR | IRGC","Mohammad SHAKERI","Iran","28 Nov 1997"
"38496","Individual","Jose Angel RIVERA ZAZUETA","ILLICIT-DRUGS-EO14059","Miguel Angel RIVERA SALAS","Mexico","15 Aug 1987 | 15 Dec 1987"
"38497","Individual","Nelton SANTISO AGUILA","ILLICIT-DRUGS-EO14059","","Mexico","20 Aug 1970"
"38498","Individual","Jason Antonio YANG LOPEZ","ILLICIT-DRUGS-EO14059","","Guatemala","29 Mar 1981"
"38516","Individual","Bill TWEHWAY","GLOMAG","Bill Teah TWEHWAY","Monrovia, Liberia","27 Oct 1965"
"38517","Individual","Sayma Syrenius CEPHUS","GLOMAG","Syrenius CEPHUS | Syrennius CEPHUS | Syrenius CEPHAS | Cyrenius CEPHUS","Liberia","21 Sep 1965"
"38518","Individual","Nathaniel MCGILL","GLOMAG","Nathaniel F. MCGILL","Paynesville, Liberia","01 Jan 1971"
"38536","Entity","ALSTONE INVESTMENT AG","RUSSIA-EO14024","ALSTONE INVESTMENT SA | ALSTONE INVESTMENT LTD | SWIRU HOLDING AG | SWIRU TRUSTEE LTD","Luzern, Switzerland | Luzern, Switzerland | Antibes, France",""
"38537","Entity","CONSTELLATION ADVISORS LTD","RUSSIA-EO14024","","Dubai, United Arab Emirates",""
"38577","Individual","Roman Viktorovich ZOLOTOV","RUSSIA-EO14024","","Rechnoye, Russia","03 Mar 1980"
"38578","Individual","Zhanna Viktorovna ZOLOTOVA","RUSSIA-EO14024","Janna Viktorovna ZOLOTOVA","Moscow, Russia","25 Jan 1976"
"38579","Individual","Yuriy Valeryevich CHECHIKHIN","RUSSIA-EO14024","Yurii Valeryevich CHECHIKHIN | Yuri Valerevich CHECHIKHIN","Moscow, Russia","05 Nov 1976"
"38580","Entity","OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU MARKUS","RUSSIA-EO14024","","Moscow, Russia",""
"38581","Individual","Vladlena Yuryevna MISHUSTINA","RUSSIA-EO14024","Vladlena Yuryevna RAZINOVA","Moscow, Russia","02 Jan 1976"
"38582","Individual","Aleksey Mikhaylovich MISHUSTIN","RUSSIA-EO14024","Alexy MISHUSTIN | Alexey MISHUSTIN","Russia | Switzerland","07 Jul 1999"
"38583","Individual","Aleksandr Mikhaylovich MISHUSTIN","RUSSIA-EO14024","Alexander MISHUSTIN","Russia","13 Dec 2000"
"38616","Individual","Sergey Vladimirovich MATVIYENKO","RUSSIA-EO14024","Sergei MATVIENKO","St. Petersburg, Russia | Moscow, Russia","05 May 1973"
"38636","Individual","Natalya Vladimirovna BEGLOVA","RUSSIA-EO14024","Natalia Vladimirovna BEGLOVA","Russia","12 Nov 1955"
"38637","Individual","Yuliya Aleksandrovna BELOVA","RUSSIA-EO14024","Yulia Alexandrovna BEGLOVA | Yulia Aleksandrovna BEGLOVA","Russia","08 Jun 1981"
"38638","Individual","Olga Aleksandrovna BEGLOVA","RUSSIA-EO14024","Olga KUDRYASHOVA | Olga Alexandrova BEGLOVA","Russia","11 May 1985"
"38639","Individual","Mohamad Irshad Mohamad HARIS NIZAR","SDGT","Mohamed Irshad Mohamed HARIS NIZAR","Beruwala, Sri Lanka","27 Apr 1971"
"38640","Individual","Musab TURKMEN","SDGT","Musab TURKMAN","Fatih, Turkey","11 Jan 1988"
"38641","Entity","SINNO ELECTRONICS CO., LIMITED","RUSSIA-EO14024","SINNO ELECTRONIC CO., LTD","Kowloon, China | Changsha, China | Shenzhen, China | Kowloon, China",""
"38642","Individual","Aleksandr Valentinovich NOVAK","RUSSIA-EO14024","Alexander Valentinovich NOVAK","Russia","23 Aug 1971"
"38643","Individual","Svetlana Vladimirovna MEDVEDEVA","RUSSIA-EO14024","","Russia","15 Mar 1965"
"38644","Individual","Ilya Dmitrievich MEDVEDEV","RUSSIA-EO14024","","Russia","03 Aug 1995"
"38656","Individual","Irina Aleksandrovna SHOIGU","RUSSIA-EO14024","Irina Aleksandrovna SHOYGU | Irina Aleksandrovna ANTIPINA","Russia","31 May 1955"
"38657","Individual","Yuliya Sergeyevna SHOIGU","RUSSIA-EO14024","","Moscow, Russia","1977"
"38658","Individual","Kseniya Sergeyevna SHOIGU","RUSSIA-EO14024","Ksenia SHOIGU | Xenia CHOIGU","Moscow, Russia","10 Jan 1991"
"38659","Individual","Andrei Vladimirovich KHOKHLOV","RUSSIA-EO14024","","Russia","02 Jun 1980"
"38660","Entity","TACO LLC","RUSSIA-EO14024","TAKO LLC","Yerevan, Armenia",""
"38661","Individual","Vladimir Aleksandrovich IVANOV","RUSSIA-EO14024","","Moscow, Russia","21 May 1987"
"38662","Individual","Sergey Vyacheslavovich BYZOV","RUSSIA-EO14024","Sergei BYZOV","Russia","10 Apr 1987"
"38663","Individual","Dmitrii Vladimirovich GALIN","RUSSIA-EO14024","Dmitriy Vladimirovich GALIN","Moscow, Russia","02 May 1968"
"38664","Individual","Turpal-Ali Vakhayevich IBRAGIMOV","RUSSIA-EO14024","Turpal-Ali Vakhaevich IBRAGIMOV","Russia","24 Jul 1979"
"38665","Entity","TASK FORCE RUSICH","RUSSIA-EO14024","RUSICH SABOTAGE AND ASSAULT RECONNAISSANCE GROUP | SABOTAGE AND ASSAULT RECONNAISSANCE GROUP RUSICH | RUSICH TASK FORCE | MILITARY-PATRIOTIC CLUB RUSICH | DSHRG RUSICH","St. Petersburg, Russia | Ukraine",""
"38666","Individual","Alexey Yurevich MILCHAKOV","RUSSIA-EO14024","Aleksey Yuryevich MILCHAKOV | Alexei MILCHAKOV | Fritz | Serbian | Gimler | Serb","Russia | Ukraine","30 Apr 1991"
"38667","Individual","Yan Igorevich PETROVSKIY","RUSSIA-EO14024","Jan PETROVSKY | Yan PETROVSKY | Veliki Slavian | Velikyi Slavyan","Russia | Ukraine | Norway","02 Jan 1987"
"38676","Entity","BARZA STYLE & MODE CO., LIMITED","IRAN-EO13846","BARZA STYLE AND MODE CO., LIMITED","Hong Kong, China",""
"38697","Individual","Sergei Viktorovich BULGAKOV","UKRAINE-EO13685","Sergej Viktorovich BULGAKOV | Serhiy Viktorovich BULHAKOV","Simferopol, Ukraine","01 Mar 1976"
"38717","Individual","Dmitry Sergeevich GRAMASHOV","UKRAINE-EO13660 | UKRAINE-EO13685","Dmitrij Sergeevich GRAMASHOV","Alushta, Ukraine","23 May 1988"
"38718","Individual","Mariya Gennadevna ERMAKOVA","UKRAINE-EO13685","Maria YERMAKOVA","Ukraine","1984"
"38719","Individual","Pavel Velerevich KRYLLO","UKRAINE-EO13685","Pavel KRYLLO | Pavlo Valeriyovich KRILLO","Sevastopol, Ukraine","01 Dec 1981"
"38722","Individual","Aminat AKHMADOVA","RUSSIA-EO14024","","Russia","1985"
"38723","Entity","OPEN JOINT STOCK COMPANY SVETLOGORSKKHIMVOLOKNO","BELARUS-EO14038","OJSC SVETLOGORSK KHIMVOLOKNO | SVETLOGORSKKHIMVOLKNO OAO | OTKRYTOE AKTSIONERNOE OBSHCHESTVO SVETLOGORSKKHIMVOLOKNO | SOHIM","Svetlogorsk, Belarus",""
"38736","Entity","15 KHORDAD FOUNDATION","SDGT | IFSR","BONYAD-E PANZDAH-E KHORDAD","Tehran, Iran",""
"38756","Entity","SCIENTIFIC-TECHNICAL CENTER FOR ELECTRONIC WARFARE","RUSSIA-EO14024","JOINT STOCK COMPANY SCIENTIFIC AND TECHNICAL CENTER OF RADIOELECTRONIC WARFARE | JSC NTTS REB | AO NTTS REB | AKTSIONERNOE OBSCHESTVO NAUCHNO-TEKHNICHESKI TSENTR RADIOELEKTRONNOI BORBY","Moscow, Russia",""
"38757","Individual","Aleksandr Pavlovich SARKISYAN","RUSSIA-EO14024","","Russia","17 Aug 1946"
"38758","Entity","OAO RADIOAVIONIKA","RUSSIA-EO14024","OTKRYTOE ATSIONERNOE OBSHCHESTVO RADIOAVIONIKA | OJSC RADIOAVIONIKA | OPEN JOINT STOCK COMPANY RADIOAVIONIKA | RADIOAVIONICA JSC | RADIOAVIONIKA PAO | RADIOAVIONICA CORPORATION","St. Petersburg, Russia",""
"38759","Entity","ZAO NTTS MODUL","RUSSIA-EO14024","CLOSED JOINT STOCK COMPANY SCIENTIFIC AND TECHNICAL CENTER MODUL | CJSC STC MODUL","Moscow, Russia",""
"38776","Individual","Tabarik Ramzanovna KADYROVA","RUSSIA-EO14024","","Russia","13 Jul 2004"
"38796","Entity","MILUR ELECTRONICS LLC","RUSSIA-EO14024","","Yerevan, Armenia",""
"38797","Entity","SHARP EDGE ENGINEERING INC.","RUSSIA-EO14024","RUIYUAN KEJI YOUXIAN GONGSI","Taipei City, Taiwan",""
"38798","Entity","MILUR SA","RUSSIA-EO14024","","Epalinges, Switzerland | Montreux, Switzerland",""
"38799","Individual","Mikhail Ilyich PAVLYUK","RUSSIA-EO14024","","Armenia | Russia","16 Nov 1966"
"38801","Individual","Jacques PASCHE","RUSSIA-EO14024","","Switzerland","1955"
"38816","Individual","Volodymyr Valeriyovych ROGOV","RUSSIA-EO14024","Volodimir Valerievich ROGOV | Volodymyr ROHOV | Vladimir Valerevich ROGOV","Zaporizhzhia, Ukraine","01 Dec 1976"
"38817","Individual","Volodymyr Volodymyrovich BANDURA","RUSSIA-EO14024","Vladimir Vladimirovich BANDURA","Donetsk, Ukraine","15 Jul 1990"
"38818","Individual","Oleksandr Fedorovych SAULENKO","RUSSIA-EO14024","Alexander Fedorovich SAULENKO","Berydansk, Ukraine","09 May 1962"
"38836","Individual","Eddie Vladimirovich ASTANIN","RUSSIA-EO14024","Eddi Vladimirovich ASTANIN","Russia","16 Dec 1961"
"38837","Individual","Viktor Olegovich ZHIDKOV","RUSSIA-EO14024","","Russia","08 Feb 1972"
"38856","Individual","Olga Nikolaevna SKOROBOGATOVA","RUSSIA-EO14024","","Moscow, Russia","04 Jun 1969"
"38857","Individual","Vladimir Valerievich KOMLEV","RUSSIA-EO14024","Vladimir Valeryevich KOMLEV","Russia","11 Apr 1966"
"38876","Entity","ROTEK ELPOM, LLC","RUSSIA-EO14024","ROTEK-ELPOM","Moscow, Russia",""
"38877","Individual","Maria Alexeyevna LVOVA-BELOVA","RUSSIA-EO14024","","Russia","25 Oct 1984"
"38896","Individual","Maxim Stanislavovich ORESHKIN","RUSSIA-EO14024","Maksim Stanislavovich ORESHKIN","Russia","21 Jul 1982"
"38916","Individual","Valery Mykhailovych PAKHNYTS","RUSSIA-EO14024","Valeriy Mikhailovich PAKHNITS | Valery Mikhailovich PAKHNITS | Valerij Mihajlovich PAHNITS","Starobilsk district, Ukraine","22 Jan 1953"
"38939","Entity","IMPORTADORA JIREH","ILLICIT-DRUGS-EO14059","","San Marcos, Guatemala",""
"38976","Entity","SUCCESS AVIATION SERVICES FZC","RUSSIA-EO14024","","Dubai, United Arab Emirates | Sharjah, United Arab Emirates",""
"38977","Entity","I JET GLOBAL DMCC","RUSSIA-EO14024","IJET | TRADE MED MIDDLE EAST | TRADE MID MIDDLE EAST","Dubai, United Arab Emirates | Palma de Mallorca, Spain | St. Julians, Malta | Damascus, Syria",""
"38978","Entity","SAFIRAN AIRPORT SERVICES","RUSSIA-EO14024","SAFRAN AIRPORT SERVICES | SAFIRANAS","Tehran, Iran",""
"38996","Individual","Rafael Guadalupe FELIX NUNEZ","ILLICIT-DRUGS-EO14059","EL CHANGUITO ANTRAX | EL CHANGUITO | CHANGUITO ANTRAX | CHANGITO","Mexico","17 Jul 1979"
"39017","Individual","Esmail KHATIB","CYBER2 | IFSR | IRAN-HR","Seyed Esmaeil KHATIB","Iran","1960 to 1961"
"39036","Entity","BAHARESTAN KISH COMPANY","NPWMD | IFSR","","Tehran, Iran | Tehran, Iran | Tehran, Iran | Tehran, Iran | Kish Island, Iran",""
"39037","Individual","Rahmatollah HEIDARI","NPWMD | IFSR","","Iran","22 Sep 1985"
"39038","Entity","PARAVAR PARS COMPANY","NPWMD | IFSR","PARAVAR PARS ENGINEERING AND SERVICES AEROSPACE RESEARCH COMPANY | PARAVAR PARS AEROSPACE RESEARCH AND ENGINEERING SERVICES | PARAVAR PARS AEROSPACE RESEARCH INSTITUTE","Tehran, Iran",""
"39039","Entity","DESIGN AND MANUFACTURING OF AERO-ENGINE COMPANY","NPWMD | IFSR","DESIGN AND MANUFACTURE OF AIRCRAFT ENGINES | DAMA | IRANIAN TURBINE MANUFACTURING INDUSTRIES | SAMT | TURBINE ENGINE MANUFACTURING CO. | TURBINE ENGINE MANUFACTURING PLANT | TEM","Tehran, Iran",""
"39056","Individual","Manouchehr AMANOLLAHI","IRAN-HR","Manouchehr AMANOLLAHI BAHARVAND","Iran","Mar 1965 to Mar 1966"
"39076","Individual","Qasem REZAEI","IRAN-HR","Qasem REZAI | Ghasem REZAEI | Qassem REZAEI | Qassem REZAYEE | Ghasem REZAYI REZA","Iran","27 Sep 1961"
"39096","Individual","Seyed Hojatollah GHOREISHI","IFSR | NPWMD | IRAN-CON-ARMS-EO","Seyed Hojjatollah E. GHOREISZI | Seyed Hojjatollah QUREISHI | Seyyed Hojatollah GHOREISHI | Sayyid Hojatollah GHOREISHI | Seyyed Hojjatollah GHOREISHI | Seyed Hojjatollah GHOREISHI | Sayyid Hojjatollah GHOREISHI | Seyyed Hojatollah QORESHI | Seyyed Hojatollah QOREISHI","Iran","27 Sep 1964"
"39117","Entity","VIRGO MARINE","IRAN-EO13846","","Dubai, United Arab Emirates",""
"39138","Entity","JSC ACADEMICIAN M.F. RESHETNEV INFORMATION SATELLITE SYSTEMS","RUSSIA-EO14024 | UKRAINE-EO13662","ISS RESHETNEV","Zheleznogorsk, Russia",""
"39139","Entity","JOINT STOCK COMPANY ROSSIYSKIYE KOSMICHESKIYE SISTEMY","RUSSIA-EO14024 | UKRAINE-EO13662","RUSSIAN SPACE SYSTEMS JSC | RSS | RKS | ROSSIYSKIYE KOSMICHESKIYE SISTEMY","Moscow, Russia",""
"39140","Entity","LIMITED LIABILITY COMPANY YADRO FAB DUBNA","RUSSIA-EO14024","LLC YADRO FAB DUBNA | YADRO FAB DUBNA OOO","Dubna, Russia",""
"39141","Entity","LIMITED LIABILITY COMPANY GROUP OF COMPANIES AKVARIUS","RUSSIA-EO14024","LLC GRUPPA AKVARIUS | AQUARIUS | LLC PRODUCTION COMPANY AQUARIUS","Moscow, Russia | Moscow, Russia",""
"39142","Entity","JOINT STOCK COMPANY RESEARCH AND PRODUCTION ASSOCIATION NAMED AFTER S. A. LAVOCHKINA","RUSSIA-EO14024 | UKRAINE-EO13662","S.A. LAVOCHKIN NPO | S.A. LAVOCHKIN SCIENTIFIC PRODUCTION ASSOCIATION | NPO IMENI LAVOCHKINA | LAVOCHKIN SCIENTIFIC RESEARCH ASSOCIATION | NAUCHNO PROIZVODSTVENNOYE OBYEDINENIYE IMENI LAVOCHKINA","Khimki, Russia",""
"39143","Entity","FEDERAL STATE FINANCED INSTITUTION OF SCIENCE PHYSICAL HIGHER EDUCATION INSTITUTION NAMED AFTER P. N. LEBEDEVA OF THE RUSSIAN FEDERATION ACADEMY SCIENCES","RUSSIA-EO14024","LEBEDEV PHYSICAL INSTITUTE OF THE RUSSIAN ACADEMY OF SCIENCES | LPI RAS | FIAN","Moscow, Russia",""
"39144","Entity","FEDERAL RESEARCH CENTER INSTITUTE OF APPLIED PHYSICS OF THE RUSSIAN ACADEMY OF SCIENCES","RUSSIA-EO14024","IAP RAS","Nizhny Novgorod, Russia",""
"39145","Entity","FEDERAL STATE FINANCED INSTITUTION OF SCIENCE HIGHER EDUCATION INSTITUTION SPECTROSCOPY OF THE RUSSIAN FEDERATION ACADEMY OF SCIENCES","RUSSIA-EO14024","ISAN | INSTITUTE OF SPECTROSCOPY OF THE RUSSIAN ACADEMY OF SCIENCES","Troitsk, Russia",""
"39146","Entity","L.D. LANDAU INSTITUTE FOR THEORETICAL PHYSICS OF RUSSIAN ACADEMY OF SCIENCES","RUSSIA-EO14024","","Chernogolovka, Russia",""
"39147","Entity","FEDERAL STATE FINANCED INSTITUTION OF SCIENCE PHYSICS AND TECHNOLOGY INSTITUTE NAMED AFTER A. F. IOFFE OF THE RUSSIAN FEDERATION ACADEMY OF SCIENCES","RUSSIA-EO14024","IOFFE INSTITUTE","Saint Petersburg, Russia",""
"39148","Entity","FEDERAL STATE FINANCED INSTITUTION OF SCIENCE PHYSICS AND TECHNOLOGY INSTITUTE NAMED AFTER K. A. VALIEVA OF THE RUSSIAN FEDERATION ACADEMY OF SCIENCES","RUSSIA-EO14024","FTIAN NAMED AFTER K. A. VALIEVA RAN | VALIEV INSTITUTE OF PHYSICS AND TECHNOLOGY OF RUSSIAN ACADEMY OF SCIENCES | VALIEV IPT RAS | K.A. VALIEV PHYSICO-TECHNOLOGICAL INSTITUTE RAS","Moscow, Russia",""
"39157","Entity","JOINT STOCK COMPANY RESEARCH AND DEVELOPMENT ENTERPRISE RADIOSVYAZ","RUSSIA-EO14024","SCIENTIFIC PRODUCTION ENTERPRISE RADIOSVYAZ JOINT STOCK COMPANY | JSC SPE RADIOSVYAZ | JOINT STOCK COMPANY SCIENTIFIC PRODUCTION ENTERPRISE RADIOSVIAZ | JSC NPP RADIOSVYAZ | AO NPP RADIOSVIAZ | RESEARCH AND PRODUCTION ENTERPRISE RADIOSVYAZ","Krasnoyarsk, Russia",""
"39158","Entity","JOINT STOCK COMPANY ANGSTREM","RUSSIA-EO14024 | UKRAINE-EO13662","ANGSTREM JSC","Zelenograd, Russia",""
"39159","Entity","SPECIALIZED ENGINEERING AND DESIGN BUREAU OF ELECTRONIC SYSTEMS JOINT STOCK COMPANY","RUSSIA-EO14024","JOINT STOCK COMPANY SPECIALIZED DESIGN TECHNOLOGY BUREAU ELEKTRONNYKH SYSTEM | JSC SPETSIALIZIROVANNOYE KONSTRUKTORSKO-TEKHNOLOGICHESKOYE BYURO ELEKTRONNYKH SYSTEM | SKTB ES, AO","Voronezh, Russia",""
"39160","Entity","JOINT STOCK COMPANY PRODUCTION ASSOCIATION SEVER","RUSSIA-EO14024","PA SEVER | PO SEVER | PROIZVODSTVENNOYE OBYEDINENIYE SEVER","Novosibirsk, Russia",""
"39161","Entity","JOINT STOCK COMPANY RESEARCH AND DEVELOPMENT ENTERPRISE SAPFIR","RUSSIA-EO14024","RPE SAPFIR JSC | RPE SAPFIR PJSC | AO NPP SAPFIR | AKTSIONERNOYE OBSHCHESTVO NAUCHNO-PROIZVODSTVENNOYE PREDPRIYATIYE SAPFIR | RESEARCH AND PRODUCTION ENTERPRISE SAPFIR JOINT STOCK COMPANY","Moscow, Russia",""
"39162","Individual","Alfonso ARZATE GARCIA","ILLICIT-DRUGS-EO14059","AQUILES","Mexico","02 Dec 1973"
"39163","Individual","Rene ARZATE GARCIA","ILLICIT-DRUGS-EO14059","LA RANA","Mexico","11 Jun 1983"
"39164","Entity","LIMITED LIABILITY COMPANY KROKUS NANOELEKTRONIKA","RUSSIA-EO14024","CROCUS NANOELECTRONICS","Moscow, Russia",""
"39165","Entity","JOINT STOCK COMPANY ELEMENT","RUSSIA-EO14024","ELEMENT GROUP","Moscow, Russia",""
"39176","Individual","Diana KAJMAKOVIC","BALKANS-EO14033","Dijana KAJMAKOVIC","Bosnia and Herzegovina","22 Aug 1966"
"39177","Entity","JOINT STOCK COMPANY INSTITUTE FOR SCIENTIFIC RESEARCH ELEKTRONNOY TEKHNIKI","RUSSIA-EO14024","RESEARCH INSTITUTE OF ELECTRONIC ENGINEERING | ELECTRONIC TECHNOLOGY RESEARCH INSTITUTE | JOINT STOCK COMPANY NIIET","Voronezh, Russia",""
"39178","Entity","BAIKAL ELECTRONICS JSC","RUSSIA-EO14024","JSC BAYKAL ELEKTRONIKS","Krasnogorskiy District, Russia",""
"39179","Entity","ELVEES RESEARCH AND DEVELOPMENT CENTER JSC","RUSSIA-EO14024","ELVEES R AND D CENTER JSC | ELVEES R&D CENTER JSC | JSC SPC ELVIS | JOINT STOCK COMPANY SCIENTIFIC AND PRODUCTION CENTER ELECTRONIC COMPUTING AND INFORMATION SYSTEMS","Zelenograd, Russia",""
"39180","Entity","JSC MOSCOW CENTER OF SPARC TECHNOLOGIES","RUSSIA-EO14024","JSC MCST | JSC MTSST","Moscow, Russia | Moscow, Russia",""
"39181","Entity","MULTICLET CORPORATION","RUSSIA-EO14024","JSC MULTIKLET","Yekaterinburg, Russia | Moscow, Russia",""
"39182","Entity","JSC ADDITIVE TECHNOLOGIES CENTER","RUSSIA-EO14024","JSC CENTER ADDITIVNYKH TEKHNOLOGY | JSC ATC","Moscow, Russia",""
"39183","Entity","JOINT STOCK COMPANY RESEARCH CENTER ELINS","RUSSIA-EO14024","JSC SCIENTIFIC AND TECHNICAL CENTER ELINS | SCIENTIFIC TECHNICAL CENTRE ELINS | JSC NAUCHNYY CENTER ELINS | ELINS STC JSC","Zelenograd, Russia",""
"39184","Entity","JSC SCIENTIFIC AND TECHNICAL CENTER ZASLON","RUSSIA-EO14024","ZASLON SCIENCE AND TECHNOLOGY CENTER","Saint Petersburg, Russia",""
"39185","Entity","JOINT STOCK COMPANY INSTITUTE FOR SCIENTIFIC RESEARCH VYCHISLITELNYKH KOMPLEKSOV NAMED AFTER M. A. KARTSEVA","RUSSIA-EO14024","JOINT STOCK COMPANY NIIVK NAMED AFTER M. A. KARTSEVA | JSC NII VYCHISLITELNYKH KOMPLEKSOV IM. M.A. KARTSEVA | AO NIIVK N.A. M.A. KARTSEV","Moscow, Russia",""
"39186","Entity","RZHANOV INSTITUTE OF SEMICONDUCTOR PHYSICS SIBERIAN BRANCH OF RUSSIAN ACADEMY OF SCIENCES","RUSSIA-EO14024","RZHANOV INSTITUTE OF SEMICONDUCTOR PHYSICS SB RAS | ISP SB RAS","Novosibirsk, Russia",""
"39187","Entity","JOINT VENTURE QUANTUM TECHNOLOGIES","RUSSIA-EO14024","LLC JOINT VENTURE KVANT | LIMITED LIABILITY COMPANY SOVMESTNOYE PREDPRIYATIYE KVANTOVYE TEKHNOLOGII | SP QUANT | LLC JV KVANT","Moscow, Russia",""
"39188","Entity","INTERNATIONAL CENTER FOR QUANTUM OPTICS AND QUANTUM TECHNOLOGIES LIMITED LIABILITY COMPANY","RUSSIA-EO14024","RUSSIAN QUANTUM CENTER | RQC | OOO MTSKT","Moscow, Russia | Odintsovo, Russia",""
"39196","Individual","Yevhen Vitaliiovych BALYTSKYI","RUSSIA-EO14024","Yevhen BALYTSKY | Evhenii BALYTSKYI | Evgeniy Vitalevich BALITSKY | Yevgeniy BALITSKIY","Ukraine","10 Dec 1969"
"39197","Individual","Erick Manuel OCHOA VILLAGRAN","ILLICIT-DRUGS-EO14059","PERICA","Guatemala","01 Jun 1985"
"39198","Individual","Oleksiy Sergeevich SELIVANOV","RUSSIA-EO14024","Alexei Sergeevich SELIVANOV","Kyiv, Ukraine | Energodar, Ukraine","07 Dec 1980"
"39199","Individual","Andriy Leonidovich SIGUTA","RUSSIA-EO14024","Andrei Leonidovich SIGUTA","Melitopol, Ukraine","05 May 1979"
"39200","Individual","Anton Robertovich TITSKIY","RUSSIA-EO14024","","Ukraine","12 Feb 1990"
"39202","Individual","Andriy Yuriovych TROFIMOV","RUSSIA-EO14024","Andrei Yurievich TROFIMOV","Simferopol, Ukraine","14 Aug 1972"
"39203","Individual","Mikhail Leonidovich RODIKOV","RUSSIA-EO14024","","Ukraine","26 Jan 1958"
"39204","Individual","Vladimir Aleksandrovich BESPALOV","RUSSIA-EO14024","Vladimir Alexandrovich BESPALOV","Ukraine","01 Oct 1958"
"39205","Individual","Anton Viktorovich KOLTSOV","RUSSIA-EO14024","","Zaporizhzhia, Ukraine","24 Jun 1973"
"39207","Individual","Pavlo Ihorovych FILIPCHUK","RUSSIA-EO14024","Pavel Igorevich FILIPCHUK","Kherson, Ukraine | Kakhovka, Ukraine","05 Jul 1983"
"39208","Individual","Mykyta Ivanovich SAMOILENKO","RUSSIA-EO14024","Nikita Ivanovich SAMOYLENKO | Mikita Ivanovich SAMOYLENKO | Nikita Ivanovich SAMOJLENKO","Berdyansk, Ukraine","28 Aug 1992"
"39209","Individual","Viktor Andriyovych EMELIANENKO","RUSSIA-EO14024","Viktor Andreevich EMELYANENKO | Victor EMELIANENKO","Orekhovskiy District, Ukraine","11 Oct 1953"
"39210","Individual","Tetyana Yuriivna TUMILINA","RUSSIA-EO14024","Tatyana Yurievna TOMILINA","Kherson, Ukraine","18 Apr 1966"
"39211","Individual","Hennadiy Oleksandrovych SHELESTENKO","RUSSIA-EO14024","Gennadiy Aleksandrovich SHELESTENKO","Kherson, Ukraine","16 Aug 1966"
"39212","Individual","Oleksandr Yuriyovych KOBETS","RUSSIA-EO14024","Aleksandr Yurevich KOBETS","Ukraine","27 Sep 1959"
"39213","Individual","Ihor Ihorovych SEMENCHEV","RUSSIA-EO14024","Igor Igorevich SEMENCHEV","Kherson, Ukraine","21 Jan 1982"
"39214","Individual","Tetyana Oleksandrivna KUZ'MYCH","RUSSIA-EO14024","Tatyana Aleksandrovna KUZMICH","Kherson, Ukraine","10 Apr 1968"
"39215","Individual","Serhiy Mykolayovych CHEREVKO","RUSSIA-EO14024","Sergey Nikolaevich CHEREVKO","Kherson, Ukraine","11 Aug 1975"
"39216","Individual","Aung Moe MYINT","BURMA-EO14014","Aung MYINT | Aung Mo MYINT","South Okkalapa Township, Burma","09 Jun 1971 | 28 Sep 1969"
"39217","Entity","DYNASTY INTERNATIONAL COMPANY LIMITED","BURMA-EO14014","DYNASTY GROUP OF COMPANIES | DGC | DYNASTY INTERNATIONAL","South Okkalapa Township, Burma",""
"39219","Individual","Myo THITSAR","BURMA-EO14014","","Burma","24 Nov 1972"
"39256","Individual","Kiyumars HEIDARI","IRAN-HR","Kioumars HEYDARI","Iran","1964"
"39257","Individual","Salar ABNOUSH","IRAN-HR","Salar ABNOOSH","Iran","02 May 1962"
"39258","Entity","IRAN'S MORALITY POLICE","IRAN-HR","MORAL SECURITY POLICE","Tehran, Iran",""
"39259","Individual","Haj Ahmad MIRZAEI","IRAN-HR","Ahmed MIRZAEI | Hajahmad MIRZAEI | Hajj Ahmad MIRZAYI","Tehran, Iran","09 Feb 1957"
"39260","Individual","Mohammad ROSTAMI CHESHMEH GACHI","IRAN-HR","Mohammad ROSTAMI","Iran","1976 to 1977"
"39261","Individual","Mohamed Hussein SALAD","SDGT","","Yemen","Jan 1965"
"39262","Individual","Olga Sergeevna SOBYANINA","RUSSIA-EO14024","Olga Sergeyevna SOBIANINA","Moscow, Russia","03 Jun 1997"
